Ad ID,Ad name,Ad set name,Campaign name,Creative title,Ad body,Ad creative image,Ad call_to_action type,Ad creative object type,Cost,Cost per website purchase,Website purchase ROAS (return on advertising spend),Website purchases,Website purchases conversion value
120209961680080645,A-002 StressFree.png,"Non-promo | Save Money, Save Time",AU | Prospecting | Top Performers | Launcher Lab,Buy tyres online,"Stress-Free Online Tyre Shopping 🛞

Ready for a change? Experience the future of tyre buying – shop stress-free online and make your purchase with confidence

✅ Enter your tyre size 
✅ Buy your tyres online
✅ Mobile fitter comes to you

⭐⭐⭐⭐⭐ ""Easy process, communication good, tyres delivered with no fuss.  Will use again in future."" — David M",,SHOP_NOW,SHARE,547.61,273.81,10.08,2,1420.2
120211563296990645,Roadx-15%Off--B-001,RoadX | NZ | Purchase | 31 Dec | Get 15% Off,NZ | Prospecting | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"Buy 4 and get 15% off all RoadX tyres! 

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Drive away with premium, reliable tyres today.",,SHOP_NOW,SHARE,536.07,76.58,32.9,7,8487.25
120207783776610645,Bridgestone-Buy4Get15%Off-A-001.png,Bridgestone | Purchase | 31 Aug | Buy 4 get 15% off | Cost Cap,AU | Prospecting | Promos | Launcher Lab,"Join 120,000 happy customers","Save big on Dueler HT 684 II tyres with Tyroola

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,529.68,26.48,62.45,20,14859.9
120210792749960645,GRENLANDER-buy-4-get-15-off-4x4-A-003.png,Grenlander | Purchase | 31 Dec | Buy 4 Get 15% Off | exc WA,AU | Prospecting | Promos | Launcher Lab,Buy online. We come to you.,"🛞 Save on our best selling tyres!

✅ Price Match Guarantee
✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres

Join over 120,000 happy customers with Tyroola",,SHOP_NOW,SHARE,515.16,257.58,1.77,2,705.6
120210792472280645,Father's Day-Sep 2-6-B-004.png,Father's Day 2024 | All Brands | 15% off | 9th Sep,AU | Prospecting | Promos | Launcher Lab,Code: DADDEALS24,"⏱ 15% off ALL tyres. Grab a deal while it lasts

✅ Enter your tyre size 
✅ Buy your tyres online
✅ Mobile fitter comes to you

Code: DADDEALS24

🛞 Tyroola - Complete tyre-changing solution",,SHOP_NOW,SHARE,515.02,32.19,19.97,16,10286.8
120214059512950645,Main Configurator | Tyres under 40 | NSW,NSW | Generic,AU | Prospecting | Location | Launcher Lab,Shop smart with Tyroola,"Tired of overpaying for tyres? 🛞 

1. Enter your tyre size  
2. Compare tyres & save up to 50% of RRP 
3. Fast delivery & fitting",,SHOP_NOW,SHARE,502.6,83.77,6.75,6,3393.6
120210108675950645,Winrun-Buy4Get15%Off-C-001.png,Winrun | Purchase | 31 Dec | Get 15% off,AU | Prospecting | Promos | Launcher Lab,Buy tyres online. We'll fit them at your house.,"Buy 4 Get 15% off all Winrun tyres

⏱ Won't last long. Grab a set while it lasts.

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,502.44,167.48,15.14,3,1601.2
120209728661680645,Mid-year tyre sale - July 15 to 19-2.png,Mid Year Sale 2024 | All Brands | 15% off | 19th July,AU | Prospecting | Promos | Launcher Lab,Code: MIDYEAR24,"⏱ Mid Year Sale 2024

Use the discount code on checkout and grab a deal on all tyres storewide

1. Enter your tyre size  
2. Choose from brands like Pirelli, Goodyear & more
3. Select a fitting station and choose “We come to you”

Code: MIDYEAR24

🛞 Tyroola - Complete tyre-changing solution",,SHOP_NOW,SHARE,492.77,35.2,27.64,14,13618.3
120209728661720645,Mid-year tyre sale - July 15 to 19-1.png,Mid Year Sale 2024 | All Brands | 15% off | 19th July,AU | Prospecting | Promos | Launcher Lab,Code: MIDYEAR24,"⏱ Mid Year Sale 2024 ⏱

Use the discount code on checkout and grab a deal on all tyres storewide

1. Enter your tyre size  
2. Choose from brands like Pirelli, Goodyear & more
3. Select a fitting station and choose “We come to you”

Code: MIDYEAR24

🛞 Tyroola - Complete tyre-changing solution",,SHOP_NOW,SHARE,492.75,28.99,24.71,17,12176.5
120210274590660645,Catalogue | Winrun-Maxclaw AT-Get15%Off-A-002.png,Broad | DriverReview | Winrun | MAXCLAW AT | 25+,AU | Prospecting | Top Performers | Launcher Lab,🛒 Save 15% today,"Get 15% off Winrun Maxclaw AT tyres

🛞 Saving on tyres has never been easier

✅ Price Match Guarantee
✅ Trusted by 120,000+ customers
✅ No salesman, just tyres

🚛 Shop smart with Tyroola",,LEARN_MORE,SHARE,488.63,122.16,16.45,4,3737.8
120211563500270645,Catalogue | Kumho | V2,KUMHO | Purchase | 28 Feb | DriverReviews | Buy 4 get 15% off,AU | Prospecting | Promos | Launcher Lab,Tyre Savings: 💸 15% Off Now,"🚨 Get a discount of up to 15% on all KUMHO tyres when you purchase 4! 

Accelerate your savings on premium tyres – limited offer!

✅Price Match Guarantee
✅Super fast delivery & fitting
✅Trusted by 120,000+ customers",,LEARN_MORE,SHARE,475.28,158.43,16.17,3,3483.4
120206653623940645,Michelin-Buy-4-get-$200-cashback-A-002.png,Michelin | Purchase | 31 July | $200 Cashback,AU | Prospecting | Promos | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"🛞 Instant cashback on select Michelin Tyres

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ New tyres.
✅ At the best possible price.
✅ Local fitting.

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,472.8,36.37,14.9,13,7046.35
120212391545750645,BFG Nov-Dec 2024-A-002,BFGoodrich | $150 Fuel Card Promo | Purchase,AU | Prospecting | Promos | Launcher Lab,Hurry!! Promo ends on December 31 ⏱,"🔥 Upgrade to BF Goodrich All-Terrain TA KO3s & get a FREE $150 fuel card. Limited offer!

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ Price Match Guarantee
✅ Fast delivery & fitting
✅ Mobile tyre fitters straight to your door

Shop now!",,SHOP_NOW,SHARE,471.59,157.2,4.8,3,1537.2
23853518336840644,KUMHO-buy-4-get-15-off-A-003.png – Copy,KUMHO | Purchase | 31 Aug | Buy 4 get 15% off | Cost Cap,AU | Prospecting | Promos | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"Buy 4 get 15% off KUMHO tyres 🛞

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,460.98,20.95,70.49,22,17202.3
120202933029070645,non-promo-A-001_Shortcopy – Copy,Broad | Q1 2023 Top Performers | 18+,AU | Prospecting | Top Creatives | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"🛞 Tyroola - Complete tyre-changing solution

✅ Mobile tyre fitters straight to your door
✅ New tyres
✅ Buy online",,SHOP_NOW,SHARE,451.68,14.57,133.76,31,15247.05
120210108676030645,Rotalla-15-off-A-002.png,Rotalla | Purchase | 30 Sep | NSW only,AU | Prospecting | Promos | Launcher Lab,Buy tyres online. We'll fit them at your house.,"Get 15% off all Rotalla tyres! 

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ New tyres.
✅ At the best possible price.
✅ Local fitting.

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,436.74,436.74,1.55,1,584.6
120208924304220645,new link | Winrun-R330-Buy4Get15%Off-B-002.png,Winrun | Purchase | 31 Aug | Get 15% off,AU | Prospecting | Promos | Launcher Lab,Buy online. We come to you.,"Buy 4 Get 15% off the Winrun R 330s

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,434.18,21.71,130.67,20,14555
120209445542440645,PIRELLI-buy-4-get-up-to-$150-cashback-A-001.png,Pirelli | Purchase | 31 Aug | $150 Cashback | Cost Cap,AU | Prospecting | Promos | Launcher Lab,Instant Cashback,"Buy 4 Pirelli tyres to enjoy up to $150 in Instant Cashbacks

✅ Price Match Guarantee
✅ Fast delivery & fitting
✅ Mobile tyre fitters straight to your door

Join over 120,000 happy customers with Tyroola’s exceptional service",,LEARN_MORE,SHARE,433.34,17.33,74.82,25,15772.7
120202933029750645,mobile-fitting-we-come-to-you-v02.png – Copy,Broad | Mobile Fittings | Lifestyle | 18+,AU | Prospecting | Top Creatives | Launcher Lab,Buy online. We come to you.,"We come to you with your new tyres.

1. Enter your tyre size  
2. Choose from brands like Pirelli, Goodyear & more
3. Select a fitting station and choose “We come to you”

⭐️⭐️⭐️⭐️⭐️ “Have never thought buying online before but im really happy that i did.. love the price and also the fast delivery will be buying more in the future highly recomended”",,LEARN_MORE,SHARE,409.3,21.54,135.36,19,14477
120212966671640645,non-promo-A-00111.png – Copy,Broad | NZ | Q1 2023 Top Performers | 18+ | 7DC,NZ | Prospecting | Launcher Lab,Price Match Guarantee,"Wouldn’t it be nice to buy tyres without the salesmen and tiring process?

Shop online with Tyroola and be confident you’ve got the best deal. 

✅ Price Match Guarantee
✅ Trusted by 120,000+ customers
✅ No salesman, just tyres

Best tyre prices and service - I've been buying from Tyroola for many years, their prices are excellent and they will price match. On the one occasion I had an issue they resolved it promptly and at no cost to me. Highly recommended! - ⭐️⭐️⭐️⭐️⭐️ Max",,SHOP_NOW,SHARE,404.76,202.38,5.74,2,1110.16
120212293913800645,Imperial-AllTyres-Buy4Get15%Off-A-001.png,Imperial | NZ | Purchase | 31 Jan | Buy 4 Get 15% Off,NZ | Prospecting | Launcher Lab,Buy tyres online. We'll fit them at your house.,"Buy 4 get 15% off all Imperial tyres 🛞

⭐️⭐️⭐️⭐️⭐️ ""I got what I wanted and saved a few hundred"" — Gary

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competative pricing

Amazing discounts on your favourite tyre brands.",,SHOP_NOW,SHARE,388.08,194.04,9.46,2,1354.65
120214442255410645,Catalogue | Grenlander-D-002_10%,GRENLANDER | DriverReview | Get 10% | 31 Jan | exc WA,AU | Prospecting | Top Performers | Launcher Lab,Tyre Savings: 💸 10% Off Now,"Buy 4 Get 10% Off on all GRENLANDER tyres!  ⏰

Get ready to save huge on our best selection of tyres for a limited time only.

Avail this limited offer in 3 easy steps:
✅ Enter your tyre size
✅ Put 4 tyres in your cart - get the 4th free!
✅ Tyres will be delivered to your doorstep - fast.

⭐⭐⭐⭐⭐ Great value and a very smooth experience from purchasing all the way through to fitment. - Chris",,SHOP_NOW,SHARE,387,193.5,3.59,2,1388
23858536200470644,Reel_Review01_Long_Copy,Broad | NZ | Video Ads | 18+,NZ | Prospecting | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"Join thousands of happy Tyroola customers 🛞
Our commitment to delivering top-tier quality and performance has earned us the trust of thousands of customers just like you. 

⭐️⭐️⭐️⭐️⭐️ “Have never thought buying online before but im really happy that i did.. love the price and also the fast delivery will be buying more in the future highly recomend” — David

✅Excellent tyres. 
✅Extraordinary service. 
✅Exceptional prices.",,SHOP_NOW,VIDEO,386.99,64.5,16.46,6,3139.19
120210274590640645,Catalogue | Winrun-Maxclaw AT-Get15%Off-A-001.png,Broad | DriverReview | Winrun | MAXCLAW AT | 25+,AU | Prospecting | Top Performers | Launcher Lab,🤷‍♂️ Why pay more?,"Get 15% Off on Maxclaw AT tyres

⭐️⭐️⭐️⭐️⭐️ “For a budget priced tyre these perform very well, I can’t comment on tread wear as yet but all round a great product”

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,LEARN_MORE,SHARE,386.26,128.75,14.46,3,2468.9
120212688700120645,DriverReview-No-suprises-just-clear-prices,"Non-promo | Save Money, Save Time",AU | Prospecting | Top Performers | Launcher Lab,Find a lower price? We'll match it,⭐⭐⭐⭐⭐ Great value and a very smooth experience from purchasing all the way through to fitment. - Chris,,SHOP_NOW,SHARE,370.83,,0,0,0
120210274638490645,Catalogue | Pirelli-Scorpion Verde AS-Buy4Get15%Off-C-003.png,Broad | DriverReview | Pirelli | Scorpion Verde AS | 25+,AU | Prospecting | Top Performers | Launcher Lab,🤷‍♂️ Why pay more?,"Instant Cashback on Scorpion Verde AS tyres*

⏱ Save up to while stocks last

⭐️⭐️⭐️⭐️⭐️ “Awesome tyres. Drive great. Look great. Really good price. Will definitely do online tyres again.""

✅ Price Match Guarantee
✅ Trusted by 120,000+ customers
✅ No salesman, just tyres

🚛 Shop smart with Tyroola",,LEARN_MORE,SHARE,369.43,369.43,2.69,1,538
120210108675980645,Zmax-get-15-off-A-002.png,ZMAX | Purchase | 30 Sep | NSW only,AU | Prospecting | Promos | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"15% off ZMAX tyres! 

⭐️⭐️⭐️⭐️⭐️ ""I got what I wanted and saved a few hundred"" — Gary
 
✅ Mobile tyre fitters straight to your door 
✅ No salesman, just tyres 
✅ Competitive pricing Amazing discounts on your favourite tyre brands.",,SHOP_NOW,SHARE,369.33,184.67,9.77,2,1157
120210792575740645,Extension | Father's Day-Sep 2-6-A-002.png,Father's Day 2024 | NZ | All Brands | 15% off | 6th Sep,NZ | Prospecting | Launcher Lab,Code: DADDEALS24,"Father's Day Sale 

⏱  Use the discount code on checkout and grab a deal on all tyres storewide

1. Enter your tyre size  
2. Choose from brands like Pirelli, Goodyear & more
3. Select a fitting station and choose “We come to you”

Code: DADDEALS24

🛞 Tyroola - Complete tyre-changing solution",,SHOP_NOW,SHARE,368.09,184.05,5.07,2,1866.99
120202933029450645,Us vs them-1.png – Copy,Broad | Q1 2023 Top Performers | 18+,AU | Prospecting | Top Creatives | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"Our Tyres vs Their Tyres

✅ Transparent prices
✅ Convenient fitting
​​✅ Wide rage of reputable brands",,SHOP_NOW,SHARE,365.76,14.63,197.67,25,19603.3
120212391330600645,Pattern page | BFG Nov-Dec 2024-A-001,BFGoodrich | $150 Fuel Card Promo | Purchase,AU | Prospecting | Promos | Launcher Lab,Hurry!! Promo ends on December 31 ⏱,"🎁 Grab a FREE $150 fuel card with your new set of BF Goodrich All-Terrain TA KO3 Tyres. Limited time only!

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ New tyres
✅ At the best possible price
✅ Local fitting

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,359.43,119.81,10.51,3,3074.4
120211561692600645,PIRELLI-buy-4-get-up-to-$150-cashback-A-001.png,Pirelli | Purchase | 28 Feb | $150 Cashback,AU | Prospecting | Promos | Launcher Lab,Instant Cashback,"Buy 4 Pirelli tyres to enjoy up to $150 in Instant Cashbacks

✅ Price Match Guarantee
✅ Fast delivery & fitting
✅ Mobile tyre fitters straight to your door

Join over 120,000 happy customers with Tyroola’s exceptional service",,LEARN_MORE,SHARE,351.32,,0,0,0
120214059467310645,Main Configurator | Tyres under 40 | QLD,QLD | Generic,AU | Prospecting | Location | Launcher Lab,🚐 Tyres for your QLD Adventures,"Tired of overpaying for tyres? 🛞 

1. Enter your tyre size  
2. Compare tyres & save up to 50% of RRP 
3. Fast delivery & fitting",,SHOP_NOW,SHARE,347.44,,0,0,0
120209175515490645,non-promo-A-001-8.png – Copy,Broad | New Copy | Q1 2023 Top Performers | 18+,AU | Prospecting | Top Creatives | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"🛞 Saving on tyres has never been easier

✅ Price Match Guarantee
✅ Trusted by 120,000+ customers
✅ No salesman, just tyres

🚛 Shop smart with Tyroola",,SHOP_NOW,SHARE,344.82,15.67,66.67,22,11764.1
120210274638480645,Product Page | Pirelli-Scorpion Verde AS-Buy4Get15%Off-C-002.png,Broad | DriverReview | Pirelli | Scorpion Verde AS | 25+,AU | Prospecting | Top Performers | Launcher Lab,Instant Cashback,"⭐️⭐️⭐️⭐️⭐️ “Awesome tyres. Drive great. Look great. Really good price. Will definitely do online tyres again.""

✅ Instant Cashback
✅ Competitive pricing
✅ No salesmen, just tyres

🛞 Saving on tyres has never been easier",,LEARN_MORE,SHARE,332.23,332.23,4.69,1,513.2
120214023291500645,Catalogue | Winrun-E-002,Winrun | Purchase | 31 Jan | Buy 4 Get 15% off,AU | Prospecting | Promos | Launcher Lab,Tyre Savings: 💸 15% Off Now,"Get 15% Off on Winrun R 330 & Maxclaw AT tyres!  ⏰

Get ready to save huge on our best selection of tyres for a limited time only.

Avail this limited offer in 3 easy steps:
✅ Enter your tyre size
✅ Put 4 tyres in your cart - get the 4th free!
✅ Tyres will be delivered to your doorstep - fast.

⭐⭐⭐⭐⭐ Great value and a very smooth experience from purchasing all the way through to fitment. - Chris",,SHOP_NOW,SHARE,330.81,165.41,3.02,2,999
120211561578040645,Las Vegas Promo | V2 | Pattern page | Copy with inclusions,BFGoodrich | Las Vegas Promo | Purchase | Lookalikes – Copy,AU | Prospecting | Promos | Launcher Lab,Win A Trip to Las Vegas!,"Adventure awaits! When you buy 4 BFGoodrich KO3 tyres, you’ll enter to win a once-in-a-lifetime trip to Las Vegas 🎉

Trip inclusions:
✅ One-Day MINT 400 VIP+ Tickets
✅ Bronco Roadeo Tour
✅ Grand Canyon Helicopter Experience
✅ $2,000 AUD spending allowance

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda",,SHOP_NOW,SHARE,329.39,109.8,3.71,3,1219.1
120212177795200645,Catalogue | Pirelli-A-002,PIRELLI | DriverReview | New Design | 25+,AU | Prospecting | Top Performers | Launcher Lab,Tyre Savings: 💸 15% Off Now,"Buy 4 Get 15% Off on all PIRELLI tyres!  ⏰

Get ready to save huge on our best selection of tyres for a limited time only.

Avail this limited offer in 3 easy steps:
✅Enter your tyre size
✅Put 4 tyres in your cart - get the 4th free!
✅Tyres will be delivered to your doorstep - fast.

⭐⭐⭐⭐⭐ Great value and a very smooth experience from purchasing all the way through to fitment. - Chris",,LEARN_MORE,SHARE,329.17,164.59,8.3,2,1308
120207001660540645,COMFORSER-15-off-COMFORSER-PCR-A-003.png,Comforser | NZ | Purchase | 30 Sep | 15% Off,NZ | Prospecting | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"Save 15% off Comforser tyres! 

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Drive away with premium, reliable tyres today.",,SHOP_NOW,SHARE,324.28,108.09,23.23,3,2571.5
120212293471110645,Rotalla-15%Off-A-001,Rotalla | Purchase | 28 Feb | 15% Off,AU | Prospecting | Promos | Launcher Lab,Buy tyres online. We'll fit them at your house.,"Get 15% off all Rotalla tyres! 

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ New tyres.
✅ At the best possible price.
✅ Local fitting.

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,323.32,,0,0,0
120207001660470645,Bridgestone-Buy4Get15%Off-A-002.png,Bridgestone | NZ | Purchase | 30 Jun | Buy 4 get 15% off | Cost Cap,NZ | Prospecting | Launcher Lab,🛞 Tyroola - Complete tyre-changing solution,"Buy 4 get 15% off the Potenza Adrenalin RE003

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,309.04,77.26,16.82,4,2625.43
120208924304210645,Winrun-Buy4Get15%Off-C-003.png,Winrun | Purchase | 31 Aug | Get 15% off,AU | Prospecting | Promos | Launcher Lab,Buy online. We come to you.,"Buy 4 Get 15% off all Winrun tyres 🛞

⏱ This deal won't last long. Buy and save today

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,304.2,33.8,13.15,9,3926.6
120209791928630645,Mid-year tyre sale - July 15 to 19-2.png,Mid Year Sale 2024 | NZ | All Brands | 15% off | 19th July,NZ | Prospecting | Launcher Lab,Code: MIDYEAR24,"Mid Year Sale 2024

🛒 Use the discount code on checkout

Replace your tyres and have them fitted without leaving the house

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Code: MIDYEAR24",,SHOP_NOW,SHARE,301.57,150.79,11.11,2,3349.03
120213067764790645,Save on Money,Non-promo | No surprises,AU | Prospecting | Top Performers | Launcher Lab,Find a lower price? We'll match it,"Wouldn’t it be nice if you didn’t have to compare tyre prices for hours?

✅ Price Match Guarantee
✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres

Saving on tyres has never been easier. Get it done today!",,SHOP_NOW,SHARE,298.93,,0,0,0
120212391604160645,BFG Nov-Dec 2024-A-003,BFGoodrich | $150 Fuel Card Promo | Purchase,AU | Prospecting | Promos | Launcher Lab,Free $150 Fuel Card 🤩,"🔥 Grab a FREE $150 fuel card with your new set of BF Goodrich All-Terrain TA KO3 Tyres. Limited time only!

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ Price Match Guarantee
✅ Fast delivery & fitting
✅ Mobile tyre fitters straight to your door

Shop now!",,SHOP_NOW,SHARE,290.95,,0,0,0
120209175515500645,non-promo-A-00111.png – Copy,Broad | New Copy | Q1 2023 Top Performers | 18+,AU | Prospecting | Top Creatives | Launcher Lab,Price Match Guarantee,"Wouldn’t it be nice to buy tyres without the salesmen and tiring process?

Shop online with Tyroola and be confident you’ve got the best deal. 

✅ Price Match Guarantee
✅ Trusted by 120,000+ customers
✅ No salesman, just tyres

Best tyre prices and service - I've been buying from Tyroola for many years, their prices are excellent and they will price match. On the one occasion I had an issue they resolved it promptly and at no cost to me. Highly recommended! - ⭐️⭐️⭐️⭐️⭐️ Max",,SHOP_NOW,SHARE,283.06,18.87,105.11,15,11495.2
120212292986280645,Kinforest-15%Off-A-002,Kinforest | Purchase | 28 Feb | 15% Off,AU | Prospecting | Promos | Launcher Lab,Buy tyres online. We'll fit them at your house.,"15% off Kinforest tyres!

⭐️⭐️⭐️⭐️⭐️ ""I got what I wanted and saved a few hundred"" — Gary

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Amazing discounts on your favourite tyre brands.",,SHOP_NOW,SHARE,282.13,141.07,7.33,2,734
120213126126140645,RAPID-Driver Review-001,Rapid | Purchase | 31 Dec | Buy 4 get 15% off,AU | Prospecting | Promos | Launcher Lab,Buy online. We come to you.,"Buy 4 Get 15% Off Rapid Tyres! ⏰

⭐️⭐️⭐️⭐️⭐️ Good price and hassle-free delivery and fitting. Would use again. — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,271.86,135.93,3.07,2,742.4
120209175515470645,Us vs them.png – Copy,Broad | New Copy | Q1 2023 Top Performers | 18+,AU | Prospecting | Top Creatives | Launcher Lab,Shop smart with Tyroola,"🤷‍♂️ Why pay more? 

We price match so you can order online and be confident you’ve got the best deal. 

✅ Trusted by 120,000+ customers
✅ No salesman, just tyres
✅ Mobile tyre fitters straight to your door

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James.",,SHOP_NOW,SHARE,267.82,15.75,69.17,17,10573.4
120207001660520645,COMFORSER-15-off-COMFORSER-PCR-A-001.png,Comforser | NZ | Purchase | 30 Sep | 15% Off,NZ | Prospecting | Launcher Lab,Buy online. We come to you.,"Get Comforser tyres for 15% off!

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ New tyres.
✅ At the best possible price.
✅ Local fitting.

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,266.19,88.73,16.66,3,2213.05
120213916258580645,BoxingDay December 2024-homepage,Boxing Day 2024 | NZ | All Brands | 15% off | Dec 26-31 – Copy,NZ | Prospecting | Launcher Lab,Code: BOXINGDAY24,"🚨 Boxing Day Sale - Limited Time Only 🚨

🛒 Use the discount code BOXINGDAY24 at checkout

Replace your tyres and have them fitted without leaving the house

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing",,SHOP_NOW,SHARE,259.75,64.94,16.94,4,4399.45
120209238936430645,Creative-Iteration-V2-B-006.png,Broad | V3 | Creative Iteration | 25+,AU | Prospecting | Top Performers | Launcher Lab,Price Match Guarantee,"No salesmen. No hassle

Buy tyres in 5 minutes with Tyroola

✅ Biggest brands
✅ Best prices
✅ No salesmen, just tyres

Best tyre prices and service - I've been buying from Tyroola for many years, their prices are excellent and they will price match. On the one occasion I had an issue they resolved it promptly and at no cost to me. Highly recommended! - ⭐️⭐️⭐️⭐️⭐️ Max",,LEARN_MORE,SHARE,258.5,129.25,17.34,2,1826.6
120211561578020645,RAPID-15-off-RAPID-PCR-A-003.png,Rapid | Purchase | 31 Dec | Buy 4 get 15% off,AU | Prospecting | Promos | Launcher Lab,Buy online. We come to you.,"Buy 4 Get 15% Off Rapid Tyres!

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,257.1,257.1,6.13,1,692.8
120210114546370645,BF GOODRICH-buy-4-get-$150-cashback-BF GOODRICH-4x4-A-001.png,BFGoodrich | Purchase | 31 Aug | $150 Cashback | Cost Cap,AU | Prospecting | Promos | Launcher Lab,Instant Cashback,"Save $150 on 4 BFGoodrich Tyres!

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,253.81,126.91,3.03,2,2482.8
120206653623920645,Michelin-Buy-4-get-$200-cashback-A-003.png,Michelin | Purchase | 31 July | $200 Cashback,AU | Prospecting | Promos | Launcher Lab,🚐 Mobile tyre fitters straight to your door,"Buy 4 get up to $200 cashback on selected Michelin tyres!

⭐️⭐️⭐️⭐️⭐️ Online tyre service — Rhonda

✅ New tyres.
✅ At the best possible price.
✅ Local fitting.

Replace your tyres and have them fitted without leaving the house",,SHOP_NOW,SHARE,252.51,50.5,10.79,5,2723.7
120208981134980645,BF GOODRICH-V2-buy-4-get-$150-cashback-BF GOODRICH-4x4-A-003.png,BFGoodrich | Brand Page | Purchase | 31 Aug | $150 Cashback | Cost Cap,AU | Prospecting | Promos | Launcher Lab,Buy online. We come to you.,"Buy 4 Save $150 on 4 BFGoodrich Tyres!

⭐️⭐️⭐️⭐️⭐️ “Good price and hassle-free delivery and fitting. Would use again.” — James. 

✅ Mobile tyre fitters straight to your door
✅ No salesman, just tyres
✅ Competitive pricing

Unbeatable prices on your favourite tyre brands.",,SHOP_NOW,SHARE,251.36,31.42,18.71,8,4702.65
120212327507810645,Catalogue | Winrun-E-001,WINRUN | DriverReview | 31 Dec | Get 15% Off,AU | Prospecting | Top Performers | Launcher Lab,Tyre Savings: 💸 15% Off Now,"🚨 Get a discount of up to 15% on all WINRUN tyres when you purchase 4! 

✅ Price Match Guarantee
✅ Super fast delivery & fitting
✅ Trusted by 120,000+ customers",,LEARN_MORE,SHARE,247.7,247.7,2.7,1,634.8
